epoch,step,train_loss_step
0,9,nan
0,19,nan
0,29,nan
0,39,nan
0,49,nan
0,59,nan
0,69,nan
0,79,nan
0,89,nan
0,99,nan
0,109,nan
0,119,nan
0,129,nan
0,139,nan
0,149,nan
